781924,0
13325038116,0
13854627199,0
13864739266,0
15954611837,0
15954688237,0
15963883482,0
15963885355,0
18554652702,0
18654692914,0
1590120464497,0
1590130640102,0
1590130817948,0
1590140304506,0
1590140305107,0
1590140306678,0
1590140307286,0
1590140307415,0
1590140307767,0
1590140307859,0
1590140308030,0
1590140308214,0
1590141216259,0
1590141414228,0
1590142128124,0
1590142129763,0
1590142148962,0
1590142149112,0
1590142149853,0
1590142150507,0
1590142151689,0
1590142152440,0
1590142176354,0
1590142176521,0
1590142191722,0
1590142194327,0
1590142197076,0
1590142201148,0
1590142201162,0
1590142201513,0
1590142202190,0
1590142203104,0
1590142203180,0
1590142203401,0
1590142204569,0
1590142205993,0
1590142206747,0
1590142210195,0
1590142213189,0
1590142213356,0
1590142213981,0
1590142215619,0
1590142230179,0
1590142242370,0
1590142456470,0
1590142477895,0
1590142514866,0
1590142516068,0
1590142517836,0
1590142518307,0
1590142519632,0
1590142648356,0
1590142751995,0
1590151076256,0
1590151103907,0
1590151210391,0
1590151321240,0
1590151427355,0
1590151428581,0
1590151432557,0
1590151457185,0
1590151459721,0
1590151464053,0
1590151467962,0
1590151472027,0
1590151472782,0
1590151825175,0
1590151829753,0
1590151832586,0
1590151832593,0
1590151835808,0
1590151842899,0
1590151843124,0
1590151977348,0
1591012978559,0
1591013227632,0
1591013471721,0
1591013766650,0
1591013866800,0
1591013877134,0
1591014083046,0
1591014133086,0
1591014214433,0
1591014255948,0
1591014278527,0
1591014338276,0
1591014523610,0
1591014637324,0
1591014680184,0
1591014943968,0
1591015027858,0
1591015034924,0
1591015088262,0
1591015091286,0
1591015097233,0
1591015097516,0
1591015112424,0
1591015184407,0
1591015218485,0
1591015269418,0
1591015327590,0
1591015408602,0
1591015419448,0
1591015420000,0
1591015452933,0
1591015454142,0
1591015454210,0
1591015454562,0
1591015454692,0
1591015454814,0
1591015456955,0
1591015456993,0
1591015457273,0
1591015476700,0
1591015478124,0
1591015480455,0
1591015480745,0
1591015483951,0
1591015500993,0
1591015501716,0
1591015506575,0
1591015519216,0
1591015521639,0
1591015598785,0
1591015600815,0
1591015604417,0
1591016154157,0
1591016159916,0
1591016162466,0
1591016170300,0
1591016172045,0
1591016174353,0
1591016174957,0
1591016310287,0
1591016320026,0
1591016350504,0
1591016382857,0
1591016411137,0
1591016439575,0
1591016440328,0
1591016443121,0
1591016494765,0
1591016517778,0
1591016517921,0
1591016519031,0
1591020269281,0
1591020377344,0
1591020742401,0
1591030092053,0
1591030217500,0
1591030411823,0
1591040087452,0
1591040203906,0
1591040416658,0
1591040462983,0
1592010017509,0
1592013087615,0
1592014016171,0
1592015013285,0
1592015016880,0
1592015018662,0
1592015046818,0
1592015054592,0
1592015056299,0
1592015056343,0
1592015058774,0
1592015058781,0
1592015059993,0
1593141148827,0
1593150463515,0
1593160622155,0
1594140460286,0
1595112593216,0
1595130081566,0
1595140489499,0
1595140612422,0
1595150263683,0
1595150403423,0
1595150738747,0
1595150738976,0
1595150770945,0
1595150771652,0
1595150883423,0
1595150992095,0
1595150997786,0
1595151168727,0
1595151442803,0
1595151609213,0
1595151616471,0
1595151629143,0
1595151630446,0
1595151630774,0
1595151631146,0
1595151644528,0
1595151738968,0
1595151786686,0
1595151866807,0
1595151915963,0
1595160035249,0
1595160353664,0
1596140586607,0
1596140587802,0
1596140594374,0
1596140628703,0
1596160006376,0
1596160024097,0
1596160058337,0
1598140055923,0
1598140107578,0
1598140129341,0
2900000040663,0
2900000047648,0
2900000048812,0
2900000050419,0
2900000050785,0
2900000060012,0
2900000071742,0
2900000072022,0
2900000074163,0
2900000124974,0
2900000125261,0
2900000138056,0
2900000138223,0
2900000164567,0
2900000177079,0
2900000178106,0
2900000179417,0
2900000194298,0
2900000203457,0
2900000210790,0
2900000216952,0
2900000224001,0
2900000239876,0
2900000245396,0
2900000245914,0
2900000246638,0
2900000254503,0
2900000255463,0
2900000256637,0
2900000268692,0
2900000271814,0
2900000284333,0
2900000304376,0
2900000307377,0
2900000308312,0
2900000317307,0
2900000330863,0
2900000337633,0
2900000339637,0
2900000342651,0
2900000345300,0
2900000348561,0
2900000350175,0
2900000350458,0
2900000353848,0
2900000372849,0
2900000383913,0
2900000385627,0
2900000386440,0
2900000386495,0
2900000390256,0
2900000394940,0
2900000401495,0
2900000404731,0
2900000416307,0
2900000417663,0
2900000418073,0
2900000448520,0
2900000449732,0
2900000451452,0
2900000452756,0
2900000468030,0
2900000476042,0
2900000485990,0
2900000490130,0
2900000516892,0
2900000544765,0
2900000562165,0
2900000566378,0
2900000587649,0
2900000588691,0
2900000598973,0
2900000604360,0
2900000776104,0
2900000780040,0
2900000780743,0
2900000780835,0
2900000781603,0
2900000840164,0
2900000840805,0
2900000845121,0
2900000847224,0
