13325038116,No
13854627199,Yes
13864739266,Yes
1590120464497,No
1590130640102,Yes
1590130817948,Yes
1590140304506,Yes
1590140305107,No
1590140306678,Yes
1590140307286,No
1590140307415,Yes
1590140307767,Yes
1590140307859,No
1590140308030,Yes
1590140308214,Yes
1590141216259,No
1590141414228,Yes
1590142128124,No
1590142129763,No
1590142148962,No
1590142149112,No
1590142149853,Yes
1590142150507,Yes
1590142151689,Yes
1590142152440,No
1590142176354,No
1590142176521,No
1590142191722,Yes
1590142194327,Yes
1590142197076,Yes
1590142201148,No
1590142201162,Yes
1590142201513,No
1590142202190,No
1590142203104,Yes
1590142203180,No
1590142203401,Yes
1590142204569,No
1590142205993,Yes
1590142206747,Yes
1590142210195,Yes
1590142213189,Yes
1590142213356,Yes
1590142213981,Yes
1590142215619,Yes
1590142230179,No
1590142242370,Yes
1590142456470,Yes
1590142477895,Yes
1590142514866,No
1590142516068,Yes
1590142517836,No
1590142518307,Yes
1590142519632,No
1590142648356,No
1590142751995,Yes
1590151076256,Yes
1590151103907,Yes
1590151210391,Yes
1590151321240,No
1590151427355,No
1590151428581,No
1590151432557,No
1590151457185,No
1590151459721,No
1590151464053,No
1590151467962,No
1590151472027,No
1590151472782,No
1590151825175,No
1590151829753,No
1590151832586,Yes
1590151832593,No
1590151835808,Yes
1590151842899,No
1590151843124,No
1590151977348,No
1591012978559,Yes
1591013227632,No
1591013471721,Yes
1591013766650,No
1591013866800,Yes
1591013877134,Yes
1591014083046,No
1591014133086,No
1591014214433,No
1591014255948,No
1591014278527,No
1591014338276,Yes
1591014523610,No
1591014637324,Yes
1591014680184,Yes
1591014943968,Yes
1591015027858,Yes
1591015034924,No
1591015088262,Yes
1591015091286,No
1591015097233,Yes
1591015097516,No
1591015112424,No
1591015184407,Yes
1591015218485,No
1591015269418,No
1591015327590,Yes
1591015408602,No
1591015419448,No
1591015420000,Yes
1591015452933,No
1591015454142,No
1591015454210,Yes
1591015454562,Yes
1591015454692,Yes
1591015454814,No
1591015456955,No
1591015456993,No
1591015457273,Yes
1591015476700,No
1591015478124,Yes
1591015480455,No
1591015480745,No
1591015483951,No
1591015500993,Yes
1591015501716,No
1591015506575,No
1591015519216,Yes
1591015521639,Yes
1591015598785,No
1591015600815,Yes
1591015604417,No
1591016154157,No
1591016159916,Yes
1591016162466,No
1591016170300,Yes
1591016172045,No
1591016174353,Yes
1591016174957,No
1591016310287,No
1591016320026,No
1591016350504,No
1591016382857,No
1591016411137,Yes
1591016439575,Yes
1591016440328,Yes
1591016443121,No
1591016494765,No
1591016517778,No
1591016517921,No
1591016519031,No
1591020269281,No
1591020377344,Yes
1591020742401,No
1591030092053,Yes
1591030217500,Yes
1591030411823,No
1591040087452,Yes
1591040203906,No
1591040416658,No
1591040462983,Yes
1592010017509,Yes
1592013087615,Yes
1592014016171,No
1592015013285,Yes
1592015016880,No
1592015018662,Yes
1592015046818,Yes
1592015054592,Yes
1592015056299,Yes
1592015056343,No
1592015058774,No
1592015058781,Yes
1592015059993,Yes
1593141148827,No
1593150463515,No
1593160622155,No
1594140460286,Yes
1595112593216,No
1595130081566,No
1595140489499,Yes
1595140612422,Yes
1595150263683,No
1595150403423,No
1595150738747,Yes
1595150738976,No
1595150770945,Yes
1595150771652,No
1595150883423,No
1595150992095,No
1595150997786,No
1595151168727,Yes
1595151442803,No
1595151609213,No
1595151616471,No
1595151629143,Yes
1595151630446,No
1595151630774,No
1595151631146,Yes
1595151644528,No
1595151738968,No
1595151786686,No
1595151866807,Yes
1595151915963,No
1595160035249,Yes
1595160353664,No
15954611837,Yes
15954688237,Yes
1596140586607,Yes
1596140587802,Yes
1596140594374,No
1596140628703,No
1596160006376,No
1596160024097,No
1596160058337,Yes
15963883482,Yes
15963885355,No
1598140055923,No
1598140107578,No
1598140129341,No
18554652702,Yes
18654692914,Yes
2900000040663,No
2900000047648,No
2900000048812,No
2900000050419,No
2900000050785,No
2900000060012,No
2900000071742,No
2900000072022,Yes
2900000074163,No
2900000124974,Yes
2900000125261,Yes
2900000138056,Yes
2900000138223,Yes
2900000164567,No
2900000177079,No
2900000178106,No
2900000179417,No
2900000194298,Yes
2900000203457,Yes
2900000210790,Yes
2900000216952,Yes
2900000224001,No
2900000239876,No
2900000245396,No
2900000245914,Yes
2900000246638,Yes
2900000254503,No
2900000255463,Yes
2900000256637,Yes
2900000268692,No
2900000271814,Yes
2900000284333,Yes
2900000304376,No
2900000307377,No
2900000308312,Yes
2900000317307,No
2900000330863,Yes
2900000337633,Yes
2900000339637,No
2900000342651,No
2900000345300,Yes
2900000348561,No
2900000350175,No
2900000350458,No
2900000353848,Yes
2900000372849,No
2900000383913,Yes
2900000385627,No
2900000386440,Yes
2900000386495,Yes
2900000390256,No
2900000394940,Yes
2900000401495,No
2900000404731,No
2900000416307,Yes
2900000417663,No
2900000418073,Yes
2900000448520,Yes
2900000449732,Yes
2900000451452,Yes
2900000452756,Yes
2900000468030,No
2900000476042,Yes
2900000485990,No
2900000490130,Yes
2900000516892,No
2900000544765,No
2900000562165,No
2900000566378,Yes
2900000587649,No
2900000588691,Yes
2900000598973,No
2900000604360,Yes
2900000776104,No
2900000780040,No
2900000780743,No
2900000780835,No
2900000781603,No
2900000840164,Yes
2900000840805,No
2900000845121,No
2900000847224,No
